PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
N044,"INSTALLATION OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS",2011-10-01,,"Installation of Equipment: Furnace, Steam Plant, and Drying Equipment; and Nuclear Reactors",,,
N045,"INSTALLATION OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",2011-10-01,,"Installation of Equipment: Plumbing, Heating, and Waste Disposal Equipment",,,
N046,INSTALLATION OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT,2011-10-01,,Installation of Equipment: Water Purification and Sewage Treatment Equipment,,,
N047,"INSTALLATION OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS",2011-10-01,,"Installation of Equipment: Pipe, Tubing, Hose, and Fittings",,,
N048,INSTALLATION OF EQUIPMENT- VALVES,2011-10-01,,Installation of Equipment: Valves,,,
N049,INSTALLATION OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT,2011-10-01,,Installation of Equipment: Maintenance and Repair Shop Equipment,,,
N051,INSTALLATION OF EQUIPMENT- HAND TOOLS,2011-10-01,,Installation of Equipment: Hand Tools,,,
N052,INSTALLATION OF EQUIPMENT- MEASURING TOOLS,2011-10-01,,Installation of Equipment: Measuring Tool,,,
N053,INSTALLATION OF EQUIPMENT- HARDWARE AND ABRASIVES,2011-10-01,,Installation of Equipment: Hardware and Abrasives,,,
N054,INSTALLATION OF EQUIPMENT- PREFABRICATED STRUCTURES  AND SCAFFOLDING,2011-10-01,,Installation of Equipment: Prefabricated Structures  and Scaffolding,,,
N055,"INSTALLATION OF EQUIPMENT- LUMBER, MILLWORK, PLYWOOD, AND VENEER",2011-10-01,,"Installation of Equipment: Lumber, Millwork, Plywood, and Veneer",,,
N056,INSTALLATION OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS,2011-10-01,,Installation of Equipment: Construction and Building Materials,,,
N058,"INSTALLATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",2011-10-01,,"Installation of Equipment: Communication, Detection, and Coherent Radiation Equipment",,,
N059,INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,2011-10-01,,Installation of Equipment: Electrical and Electronic Equipment Components,,,
N060,"INSTALLATION OF EQUIPMENT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES",2011-10-01,,"Installation of Equipment: Fiber Optics Materials, Components, Assemblies, and Accessories",,,
N061,INSTALLATION OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,2011-10-01,,"Installation of Equipment: Electric Wire, and Power and Distribution Equipment",,,
N062,INSTALLATION OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS,2011-10-01,,Installation of Equipment: Lighting Fixtures and Lamps,,,
N063,"INSTALLATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",2011-10-01,,"Installation of Equipment: Alarm, Signal, and Security Detection Systems",,,
N065,"INSTALLATION OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",2011-10-01,,"Installation of Equipment: Medical, Dental, and Veterinary Equipment and Supplies",,,
N066,INSTALLATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,2011-10-01,,Installation of Equipment: Instruments and Laboratory Equipment,,,
N067,INSTALLATION OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT,2011-10-01,,Installation of Equipment: Photographic Equipment,,,
N068,INSTALLATION OF EQUIPMENT- CHEMICALS AND CHEMICAL PRODUCTS,2011-10-01,,Installation of Equipment: Chemicals and Chemical Products,,,
N069,INSTALLATION OF EQUIPMENT- TRAINING AIDS AND DEVICES,2011-10-01,,Installation of Equipment: Training Aids and Devices,,,
N070,INSTALLATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,2011-10-01,,"Installation of Equipment: Automatic Data Processing Equipment (Including  Firmware), Software, Supplies and Support Equipment",,,
N071,INSTALLATION OF EQUIPMENT- FURNITURE,2011-10-01,,Installation of Equipment: Furniture,,,
N072,INSTALLATION OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,2011-10-01,,Installation of Equipment: Household and Commercial Furnishings and Appliances,,,
N073,INSTALLATION OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT,2011-10-01,,Installation of Equipment: Food Preparation and Serving Equipment,,,
N074,"INSTALLATION OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT",2011-10-01,,"Installation of Equipment: Office Machines, Text Processing Systems and Visible Record Equipment",,,
N075,INSTALLATION OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES,2011-10-01,,Installation of Equipment: Office Supplies and Devices,,,
N076,"INSTALLATION OF EQUIPMENT- BOOKS, MAPS, AND OTHER PUBLICATIONS",2011-10-01,,"Installation of Equipment: Books, Maps, and Other Publications",,,
N077,INSTALLATION OF EQUIPMENT- MUSICAL INST/PHONOGRAPH/HOME RADIO,2011-10-01,,"Installation of Equipment: Musical Instruments, Phonographs, and Home Type Radios",,,
N078,INSTALLATION OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT,2011-10-01,,Installation of Equipment: Recreational and Athletic Equipment,,,
N079,INSTALLATION OF EQUIPMENT- CLEANING EQUIPMENT AND SUPPLIES,2011-10-01,,Installation of Equipment: Cleaning Equipment and Supplies,,,
N080,"INSTALLATION OF EQUIPMENT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES",2011-10-01,,"Installation of Equipment: Brushes, Paints, Sealers, and Adhesives",,,
N081,"INSTALLATION OF EQUIPMENT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES",2011-10-01,,"Installation of Equipment: Containers, Packaging, and Packing Supplies",,,
N083,"INSTALLATION OF EQUIPMENT- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS",2011-10-01,,"Installation of Equipment: Textiles, Leather, Furs, Apparel and Shoe Findings, Tents and Flags",,,
N084,"INSTALLATION OF EQUIPMENT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA",2011-10-01,,"Installation of Equipment: Clothing, Individual Equipment, and Insignia",,,
N085,INSTALLATION OF EQUIPMENT- TOILETRIES,2011-10-01,,Installation of Equipment: Toiletries,,,
N087,INSTALLATION OF EQUIPMENT- AGRICULTURAL SUPPLIES,2011-10-01,,Installation of Equipment: Agricultural Supplies,,,
N088,INSTALLATION OF EQUIPMENT- LIVE ANIMALS,2011-10-01,,Installation of Equipment: Live Animals,,,
N089,INSTALLATION OF EQUIPMENT- SUBSISTENCE,2011-10-01,,Installation of Equipment: Subsistence,,,
N091,"INSTALLATION OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",2011-10-01,,"Installation of Equipment: Fuels, Lubricants, Oils, and Waxes",,,
N093,INSTALLATION OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS,2011-10-01,,Installation of Equipment: Nonmetallic Fabricated Materials,,,
N094,INSTALLATION OF EQUIPMENT- NONMETALLIC CRUDE MATERIALS,2011-10-01,,Installation of Equipment: Nonmetallic Crude Materials,,,
N095,"INSTALLATION OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES",2011-10-01,,"Installation of Equipment: Metal Bars, Sheets, and Shapes",,,
N096,"INSTALLATION OF EQUIPMENT- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS",2011-10-01,,"Installation of Equipment: Ores, Minerals, and Their Primary Products",,,
N099,INSTALLATION OF EQUIPMENT- MISCELLANEOUS,2011-10-01,,Installation of Equipment: Miscellaneous,,,
P,SALVAGE SERVICES,1979-10-01,,,,,
P1,DISPOSAL OF EXCESS/SURPLUS PROPERTY,1979-10-01,,,,,
P100,SALVAGE- PREPARATION AND DISPOSAL OF EXCESS/SURPLUS PROPERTY,2011-10-01,,Preparation and Disposal of Excess and Surplus Property,,,
P2,SALVAGE OF AIRCRAFT,1979-10-01,,,,,
P200,SALVAGE- AIRCRAFT,2011-10-01,,Salvage of Aircraft,,,
P3,SALVAGE OF MARINE VESSELS,1979-10-01,,,,,
P300,SALVAGE- MARINE VESSELS,2011-10-01,,Salvage of Marine Vessels,,,
P4,DEMOLITION OF BUILDINGS,1979-10-01,,,,,
P400,SALVAGE- DEMOLITION OF BUILDINGS,2011-10-01,,Demolition of Buildings,,,
P5,DEMOLITION OF NONBUILDING FACILITY,1979-10-01,,,,,
P500,SALVAGE- DEMOLITION OF STRUCTURES/FACILITIES (OTHER THAN BUILDINGS),2011-10-01,,Demolition of Structures or Facilities (Other than Buildings),,,
P9,OTHER SALVAGE SERVICES,1979-10-01,,,,,
P999,SALVAGE- OTHER,2011-10-01,,Other Salvage Services,,,
Q,MEDICAL SERVICES,1979-10-01,,,,,
Q1,DEPENDENT MEDICARE SERVICES,1979-10-01,,,,,
Q101,MEDICAL- DEPENDENT MEDICARE,2011-10-01,,Dependent Medicare Services,,,
Q2,GENERAL HEALTH CARE SERVICES,1979-10-01,,,,,
Q201,MEDICAL- GENERAL HEALTH CARE,2011-10-01,,General Health Care Services,,,
Q3,LABORATORY TESTING SERVICES,1979-10-01,,,,,
Q301,MEDICAL- LABORATORY TESTING,2011-10-01,,Laboratory Testing Services,,,
Q4,"NURSING, NURSING HOME, EVAL/SCREEN",1979-10-01,,,,,
Q401,MEDICAL- NURSING,2011-10-01,,Nursing Services,,,
Q402,MEDICAL- NURSING HOME CARE CONTRACTS,2011-10-01,,Nursing Home Care Contracts,,,
Q403,MEDICAL- EVALUATION/SCREENING,2011-10-01,,Evaluation and Screening,,,
Q5,"MEDICAL, DENTAL, AND SURGICAL SVCS",1979-10-01,,,,,
Q501,MEDICAL- ANESTHESIOLOGY,2011-10-01,,Anesthesiology Services,,,
Q502,MEDICAL- CARDIO-VASCULAR,2011-10-01,,Cardio-Vascular Services,,,
Q503,MEDICAL- DENTISTRY,2011-10-01,,Dentistry Services,,,
Q504,MEDICAL- DERMATOLOGY,2011-10-01,,Dermatology Services,,,
Q505,MEDICAL- GASTROENTEROLOGY,2011-10-01,,Gastroenterology Services,,,
Q506,MEDICAL- GERIATRIC,2011-10-01,,Geriatric Services,,,
Q507,MEDICAL- GYNECOLOGY,2011-10-01,,Gynecology Services,,,
Q508,MEDICAL- HEMATOLOGY,2011-10-01,,Hematology Services,,,
Q509,MEDICAL- INTERNAL MEDICINE,2011-10-01,,Internal Medicine Services,,,
Q510,MEDICAL- NEUROLOGY,2011-10-01,,Neurology Services,,,
Q511,MEDICAL- OPHTHALMOLOGY,2011-10-01,,Ophthalmology Services,,,
Q512,MEDICAL- OPTOMETRY,2011-10-01,,Optometry Services,,,
Q513,MEDICAL- ORTHOPEDIC,2011-10-01,,Orthopedic Services,,,
Q514,MEDICAL- OTOLARYNGOLOGY,2011-10-01,,Otolaryngology Services,,,
Q515,MEDICAL- PATHOLOGY,2011-10-01,,Pathology Services,,,
Q516,MEDICAL- PEDIATRIC,2011-10-01,,Pediatric Services,,,
Q517,MEDICAL- PHARMACOLOGY,2011-10-01,,Pharmacology Services,,,
Q518,MEDICAL- PHYSICAL MEDICINE/REHABILITATION,2011-10-01,,Physical Medicine and Rehabilitation Services,,,
Q519,MEDICAL- PSYCHIATRY,2011-10-01,,Psychiatry Services,,,
Q520,MEDICAL- PODIATRY,2011-10-01,,Podiatry Services,,,
Q521,MEDICAL- PULMONARY,2011-10-01,,Pulmonary Services,,,
Q522,MEDICAL- RADIOLOGY,2011-10-01,,Radiology Services,,,
Q523,MEDICAL- SURGERY,2011-10-01,,Surgery Services,,,
Q524,MEDICAL- THORACIC,2011-10-01,,Thoracic Services,,,
Q525,MEDICAL- UROLOGY,2011-10-01,,Urology Services,,,
Q526,MEDICAL- MEDICAL/PSYCHIATRIC CONSULTATION,2011-10-01,,Medical/Psychiatric Consultation Services,,,
Q527,MEDICAL- NUCLEAR MEDICINE,2011-10-01,,Nuclear Medicine,,,
Q9,OTHER MEDICAL SERVICES,1979-10-01,,,,,
Q999,MEDICAL- OTHER,2011-10-01,,Other Medical Services,,,
R,"SUPPORT SVCS (PROF, ADMIN, MGMT)",1979-10-01,,,,,
R1,BUILDINGS AND FACILITIES (OBSOLETE),1979-10-01,,,,,
R2,ARCHITECT-ENGINEER (OBSOLETE CODES),1979-10-01,,,,,
R3,ADP SERVICES (OBSOLETE CODES),1979-10-01,,,,,
R4,PROFESSIONAL SERVICES,1979-10-01,,,,,
R401,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),2011-10-01,,"Personal Care Services (includes such services as barber and beauty shop, shoe repairs, tailoring, etc.)",,,
R402,SUPPORT- PROFESSIONAL: REAL ESTATE BROKERAGE,2011-10-01,,Real Estate Brokerage Services,,,
R404,SUPPORT- PROFESSIONAL: LAND SURVEYS-CADASTRAL (NON-CONSTRUCTION),2011-10-01,,"Land Surveys, Cadastral Services (non-construction)",,,
R405,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,2011-10-01,,Operations Research and Quantitative Analysis Services,,,
R406,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT,2011-10-01,,Policy Review/Development Services,,,
R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,2011-10-01,,Program Management/Support Services,,,
R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,2011-10-01,,,,,"PROGRAM MANAGEMENT/SUPPORT (PSC R408), CONTRACT/PROCUREMENT/ACQUISITION SUPPORT (PSC R707)"
R411,SUPPORT- PROFESSIONAL: REAL PROPERTY APPRAISALS,2011-10-01,,Real Property Appraisals Services (SIC 6531),,,
R412,SUPPORT- PROFESSIONAL: SIMULATION,2011-10-01,,Simulation,,,
R413,SUPPORT- PROFESSIONAL: SPECIFICATIONS DEVELOPMENT,2011-10-01,,Specifications Development Services,,,
R415,SUPPORT- PROFESSIONAL: TECHNOLOGY SHARING/UTILIZATION,2011-10-01,,Technology Sharing/Utilization Services,,,
R416,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE,2011-10-01,,Veterinary/Animal Care Services,,,
R418,SUPPORT- PROFESSIONAL: LEGAL,2011-10-01,,Legal Services,,,
R420,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A),2011-10-01,,Certifications and Accreditations for products and institutions other than educational institutions,,,
R422,SUPPORT- PROFESSIONAL: MARKET RESEARCH/PUBLIC OPINION,2011-10-01,,"Market Research and Public Opinion Services (includes telephone and field interviews, focus testing, and surveys)",,,
R423,SUPPORT- PROFESSIONAL: INTELLIGENCE,2011-10-01,,Intelligence Services,,,
R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS,2011-10-01,,Expert Witness,,,
R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,2011-10-01,,Engineering and Technical Services,,,
R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,2011-10-01,,Communications Services,,,
R427,SUPPORT- PROFESSIONAL: WEATHER REPORTING/OBSERVATION,2011-10-01,,Weather Reporting/Observation Services,,,
R428,SUPPORT- PROFESSIONAL: INDUSTRIAL HYGIENICS,2011-10-01,,Industrial Hygienics,,,
R429,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,2011-10-01,,,,,
R430,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,2011-10-01,,,,,
R431,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,2011-10-01,,,,,
R497,SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS,2011-10-01,,Personal Services Contracts,,,
R498,SUPPORT- PROFESSIONAL: PATENT AND TRADEMARK,2011-10-01,,Patent and Trademark Services,,,
R499,SUPPORT- PROFESSIONAL: OTHER,2011-10-01,,Other Professional Services,,,
R5,STUDIES (OBSOLETE CODES),1979-10-01,,,,,
R6,ADMINISTRATIVE SUPPORT SERVICES,1979-10-01,,,,,
R602,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER,2011-10-01,,Courier and Messenger Services,,,
R603,SUPPORT- ADMINISTRATIVE: TRANSCRIPTION,2011-10-01,,Transcription Services,,,
R604,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION,2011-10-01,,Mailing and Distribution Services,,,
R605,SUPPORT- ADMINISTRATIVE: LIBRARY,2011-10-01,,Library Services,,,
R606,SUPPORT- ADMINISTRATIVE: COURT REPORTING,2011-10-01,,Court Reporting Services,,,
R607,SUPPORT- ADMINISTRATIVE: WORD PROCESSING/TYPING,2011-10-01,,Word Processing/Typing Services,,,
R608,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,2011-10-01,,Translation and Interpreting Services(Including Sign Language),,,
R609,SUPPORT- ADMINISTRATIVE: STENOGRAPHIC,2011-10-01,,Stenographic Services,,,
R610,SUPPORT- ADMINISTRATIVE:- PERSONAL PROPERTY MANAGEMENT,2011-10-01,,Personal Property Management Services,,,
R611,SUPPORT- ADMINISTRATIVE: CREDIT REPORTING,2011-10-01,,Credit Reporting Services,,,
R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEVAL,2011-10-01,,Information Retrieval,,,
R613,SUPPORT- ADMINISTRATIVE: POST OFFICE,2011-10-01,,Post Office Services,,,
R614,SUPPORT- ADMINISTRATIVE: PAPER SHREDDING,2011-10-01,,Paper Shredding Services,,,
R615,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,2011-10-01,,,,,
R699,SUPPORT- ADMINISTRATIVE: OTHER,2011-10-01,,Other Administrative Support Services,,,
R7,MANAGEMENT SUPPORT SERVICES,1979-10-01,,,,,
R701,SUPPORT- MANAGEMENT: ADVERTISING,2011-10-01,,Advertising Services,,,
R702,SUPPORT- MANAGEMENT: DATA COLLECTION,2011-10-01,,Data Collection Services,,,
R703,SUPPORT- MANAGEMENT: ACCOUNTING,2011-10-01,,Accounting Services (NOTE:  New code created for Financial Services See R710 below),,,
R704,SUPPORT- MANAGEMENT: AUDITING,2011-10-01,,Auditing Services,,,
R705,SUPPORT- MANAGEMENT: DEBT COLLECTION,2011-10-01,,Debt Collection Services,,,
R706,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,2011-10-01,,Logistics Support Services,,,
R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,2011-10-01,,"Contract, Procurement, and Acquisition Support Services",,,
R708,SUPPORT- MANAGEMENT: PUBLIC RELATIONS,2011-10-01,,"Public Relations Services(includes writing services, event planning and management, media relations, radio and television analysis, and press services)",,,
R710,SUPPORT- MANAGEMENT: FINANCIAL,2011-10-01,,Financial Services (includes credit card services and any other financial services.  See revision to description for code R703 above),,,
R711,SUPPORT- MANAGEMENT: BANKING,2011-10-01,,"Banking Services(includes accepting and cashing government checks and other payment instruments, accepting direct deposits, accepting payments to the government from the public)",,,
R712,SUPPORT- MANAGEMENT: COIN MINTING,2011-10-01,,Coin Minting,,,
R713,SUPPORT- MANAGEMENT: BANKNOTE PRINTING,2011-10-01,,Banknote Printing,,,
R799,SUPPORT- MANAGEMENT: OTHER,2011-10-01,,Other Management Support Services,,,
S,UTILITIES AND HOUSEKEEPING,1979-10-01,,,,,
S1,UTILITIES,1979-10-01,,,,,
S111,UTILITIES- GAS,2011-10-01,,Gas Services,,,
S112,UTILITIES- ELECTRIC,2011-10-01,,Electric Services,,,
S114,UTILITIES- WATER,2011-10-01,,Water Services,,,
S119,UTILITIES- OTHER,2011-10-01,,Other Utilities,,,
S2,HOUSEKEEPING SERVICES,1979-10-01,,,,,
S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,2011-10-01,,Custodial Janitorial Services,,,
S202,HOUSEKEEPING- FIRE PROTECTION,2011-10-01,,Fire Protection Services,,,
S203,HOUSEKEEPING- FOOD,2011-10-01,,Food Services,,,
S204,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,2011-10-01,,Fueling and Other Petroleum Services - Excluding Storage,,,
S205,HOUSEKEEPING- TRASH/GARBAGE COLLECTION,2011-10-01,,Trash/Garbage Collection Services - Including Portable Sanitation Services,,,
S206,HOUSEKEEPING- GUARD,2011-10-01,,Guard Services,,,
S207,HOUSEKEEPING- INSECT/RODENT CONTROL,2011-10-01,,Insect and Rodent Control Services,,,
S208,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,2011-10-01,,Landscaping/Groundskeeping Services,,,
S209,HOUSEKEEPING- LAUNDRY/DRYCLEANING,2011-10-01,,Laundry and DryCleaning Services,,,
S211,HOUSEKEEPING- SURVEILLANCE,2011-10-01,,Surveillance Services,,,
S212,HOUSEKEEPING- SOLID FUEL HANDLING,2011-10-01,,Solid Fuel Handling Services,,,
S214,HOUSEKEEPING- CARPET LAYING/CLEANING,2011-10-01,,Carpet Laying and Cleaning,,,
S215,HOUSEKEEPING- WAREHOUSING/STORAGE,2011-10-01,,Warehousing and Storage Services,,,
S216,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,2011-10-01,,Facilities Operations Support Services,,,
S217,HOUSEKEEPING- INTERIOR PLANTSCAPING,2011-10-01,,Interior Plantscaping,,,
S218,HOUSEKEEPING- SNOW REMOVAL/SALT,2011-10-01,,Snow Removal/Salt Service (also spreading aggregate or other snow melting material),,,
S222,HOUSEKEEPING- WASTE TREATMENT/STORAGE,2011-10-01,,Waste Treatment and Storage,,,
S299,HOUSEKEEPING- OTHER,2011-10-01,,Other Housekeeping Services,,,
T,"PHOTO, MAP, PRINT, PUBLICATION",1979-10-01,,,,,
T0,"PHOTOGR, MAPPING, PRINTING, PUBLISH",1979-10-01,,,,,
T001,PHOTO/MAP/PRINT/PUBLICATION- ARTS/GRAPHICS,2011-10-01,,Arts/Graphics Services,,,
T002,PHOTO/MAP/PRINT/PUBLICATION- CARTOGRAPHY,2011-10-01,,Cartography Services,,,
T003,PHOTO/MAP/PRINT/PUBLICATION- CATALOGING,2011-10-01,,Cataloging Services,,,
T004,PHOTO/MAP/PRINT/PUBLICATION- CHARTING,2011-10-01,,Charting Services,,,
T005,PHOTO/MAP/PRINT/PUBLICATION- FILM PROCESSING,2011-10-01,,Film Processing Services,,,
T006,PHOTO/MAP/PRINT/PUBLICATION- FILM/VIDEO TAPE PRODUCTION,2011-10-01,,Film/Video Tape Production Services,,,
T007,PHOTO/MAP/PRINT/PUBLICATION- MICROFORM,2011-10-01,,Microform Services,,,
T008,PHOTO/MAP/PRINT/PUBLICATION- PHOTOGRAMMETRY,2011-10-01,,Photogrammetry Services,,,
T009,PHOTO/MAP/PRINT/PUBLICATION- AERIAL PHOTOGRAPHIC,2011-10-01,,Aerial Photographic Services,,,
T010,PHOTO/MAP/PRINT/PUBLICATION- GENERAL PHOTOGRAPHIC: STILL,2011-10-01,,General Photographic Services - Still,,,
T011,PHOTO/MAP/PRINT/PUBLICATION- PRINT/BINDING,2011-10-01,,Print/Binding Services,,,
T012,PHOTO/MAP/PRINT/PUBLICATION- REPRODUCTION,2011-10-01,,Reproduction Services,,,
T013,PHOTO/MAP/PRINT/PUBLICATION- TECHNICAL WRITING,2011-10-01,,Technical Writing Services,,,
T014,PHOTO/MAP/PRINT/PUBLICATION- TOPOGRAPHY,2011-10-01,,Topography Services,,,
T015,PHOTO/MAP/PRINT/PUBLICATION- GENERAL PHOTOGRAPHIC: MOTION,2011-10-01,,General Photographic Services - Motion,,,
T016,PHOTO/MAP/PRINT/PUBLICATION- AUDIO/VISUAL,2011-10-01,,Audio/Visual Services,,,
T099,PHOTO/MAP/PRINT/PUBLICATION- OTHER,2011-10-01,,"Other Photographic, Mapping, Printing, and Publication Services",,,
U,EDUCATION AND TRAINING,1979-10-01,,,,,
U0,EDUCATION AND TRAINING SERVICES,1979-10-01,,,,,
U001,EDUCATION/TRAINING- LECTURES,2011-10-01,,Lectures For Training,,,
U002,EDUCATION/TRAINING- PERSONNEL TESTING,2011-10-01,,Personnel Testing,,,
U003,EDUCATION/TRAINING- RESERVE TRAINING (MILITARY),2011-10-01,,Reserve Training (Military),,,
U004,EDUCATION/TRAINING- SCIENTIFIC/MANAGEMENT,2011-10-01,,Scientific and Management Education,,,
U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,2011-10-01,,"Tuition, Registration, and Membership Fees",,,
U006,EDUCATION/TRAINING- VOCATIONAL/TECHNICAL,2011-10-01,,Vocational/Technical,,,
U007,EDUCATION/TRAINING- FACULTY SALARIES FOR DEPENDENT SCHOOLS,2011-10-01,,Faculty Salaries for Dependent Schools,,,
U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,2011-10-01,,Training/Curriculum Development,,,
U009,EDUCATION/TRAINING- GENERAL,2011-10-01,,Education Services,,,
U010,EDUCATION/TRAINING- CERTIFICATIONS/ACCREDITATIONS FOR EDUCATIONAL INSTITUTIONS,2011-10-01,,Certifications and Accreditations for Educational Institutions,,,
U011,EDUCATION/TRAINING- AIDS/HIV,2011-10-01,,AIDS Training,,,
U012,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING,2011-10-01,,"ADP Software, Equipment, and Telecommunications Training",,,
U013,EDUCATION/TRAINING- COMBAT,2011-10-01,,,EQUIPMENT USED IN SUPPORT OF SUCH TRAINING,,"CONTRACTOR-PROVIDED TRAINING TO MILITARY AT INDIVIDUAL, COLLECTIVE, OR STAFF LEVEL ON COMBAT SKILLS THAT APPLY DEADLY FORCE ON ENEMY OR HOSTILE FORCES; CONTRACTOR FACILITIES USED FOR SUCH TRAINING"
U014,EDUCATION/TRAINING- SECURITY,2011-10-01,,,EQUIPMENT USED IN SUPPORT OF SUCH TRAINING,,"CONTRACTOR-PROVIDED TRAINING TO MILITARY AT INDIVIDUAL, COLLECTIVE, OR STAFF LEVEL ON SECURITY SKILLS (WITH AN EMPHASIS ON FORCE PROTECTION) THAT APPLY DEADLY FORCE ON ENEMY OR HOSTILE FORCES; CONTRACTOR FACILITIES USED FOR SUCH TRAINING"
U099,EDUCATION/TRAINING- OTHER,2011-10-01,,Other Education and Training Services,,,
V,"TRANSPORT, TRAVEL, RELOCATION",1979-10-01,,,,,
V0,MOTOR POOL OR PACKING/CRATING,1979-10-01,,,,,
V001,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: GBL/GTR PROCS,2011-10-01,,,,,
V002,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: MOTOR POOL OPERATIONS,2011-10-01,,Motor Pool Operations,,,
V003,TRANSPORTATION/TRAVEL/RELOCATION- MOTOR POOL AND PACKING/CRATING: PACKING/CRATING,2011-10-01,,Packing/Crating Services,,,
V1,TRANSPORTATION OF THINGS,1979-10-01,,,,,
V111,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR FREIGHT,2011-10-01,,Air Freight,,,
V112,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: MOTOR FREIGHT,2011-10-01,,Motor Freight,,,
V113,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: RAIL FREIGHT,2011-10-01,,Rail Freight,,,
